text,label
Politikus Golkar Nilai BG Sakit Hati Gara-gara Jokowi:   Presiden lamban mengambil keputusan. http://bit.ly/18ckOgk ,-1
Politikus Golkar Tuding Presiden Peralat DPR untuk Singkirkan BG:   Bambang mengklaim DPR tak termakan jeba... http://bit.ly/1vSfEuU ,-1
#Golkar #ARB Surabaya mestinya pertama larang minuman beralkohol http://bit.ly/1vSeujh ,1
Golkar Emoh Sewakan Kendaraan Politik di Pilkada - Republika Online http://bit.ly/1AZ4vjK ,-1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://goo.gl/fb/TTqNF7 ,1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Politikus Golkar Nilai BG Sakit Hati Gara-gara Jokowi:   Presiden lamban mengambil keputusan. http://bit.ly/1LmOHGZ ,-1
Golkar Emoh Sewakan Kendaraan Politik di Pilkada - Republika Online http://dlvr.it/8g8jhh ,-1
"Batal lantik Komjen BG, Politisi Golkar: Jokowi seperti burung kampret http://bit.ly/1vS9pYj ",-1
"Batal lantik Komjen BG, Politisi Golkar: Jokowi seperti burung kampret baca... http://fb.me/4QIkoLgyl ",-1
Golkar Emoh Sewakan Kendaraan Politik di Pilkada http://republika.co.id/r/nk4e74 ,-1
Peredaran Batu Akik Palsu http://bit.ly/18cdrps  #Golkar #ARB,-1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://goo.gl/fb/EUPFDo ,1
"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp6W0d ",-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
#Golkar #ARB Lion Air klaim finansial maskapai masih stabil http://bit.ly/1vRPzMG ,1
"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp73ZP ",-1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://goo.gl/fb/jhUPdp ,1
"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp73ZP ",-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://goo.gl/fb/hmuL3U ,1
"Lagi, Golkar Sebut Jokowi 'Tampar Muka' DPR http://bit.ly/1AY5TTC ",-1
#VENEWS Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran: Pelatihan ini menampilkan? http://goo.gl/fb/RGqk8b ,1
"Sudah saatnya ""Suara Golkar, suara Rakyat"" tak lagi jadi slogan kampanye, tapi menjadi kenyataan.",1
#Sports Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran http://dlvr.it/8g0jXf  #Assadiqulhaq,1
tribuntimur: Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran: Pelatihan ini menampilkan narasumber? http://goo.gl/fb/TbBYix ,1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran: Pelatihan ini menampilkan narasumber? http://goo.gl/fb/TbBYix ,1
"Pasti Ada Deal, Buktinya PDIP Santai Saja Jokowi Tunjuk Badrodin: Politikus Partai Golkar Bambang Soesatyo men... http://bit.ly/18b9QYI ",-1
FAJARonline: Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran : http://fajar.co.id/fajaronline-sulsel/2015/02/21/bidang-perempuan-golkar-makassar-dibekali-ilmu-keprotokoleran.html ?,1
"Politisi Golkar Menduga Ada ""Deal"" antara Jokowi dan PDIP Terkait Badrodin: Politikus Partai Golkar Bambang So... http://bit.ly/19OfeBw ",-1
"Politisi Golkar Menduga Ada ""Deal"" antara Jokowi dan PDIP Terkait Badrodin http://bit.ly/19OfeBw  #BeritaJambi",-1
"Tak Lantik komjen BG, Golkar Sebut Jokowi Permainkan DPR http://www.jakpro.id/tak-lantik-komjen-bg-golkar-sebut-jokowi-permainkan-dpr/ ?",-1
"Harus Golkar bela Korban RT ?@tribuntimur: Soal Geng Motor, Golkar Bela Wali Kota Makassar http://bit.ly/1LlV0KR ? ",-1
"#MediaLampung - Pasti Ada Deal, Buktinya PDIP Santai Saja Jokowi Tunjuk Badrodin: Politikus Partai Golkar Bamb... http://bit.ly/1F7qjHi ",-1
#newspertamalampung Politikus Partai Golkar Bambang Soesatyo menduga ada deal antara Presiden Joko Widodo deng... http://bit.ly/18b9QYI ,-1
#BaLamNews | Politikus Partai Golkar Bambang Soesatyo menduga ada deal antara Presiden Joko Widodo dengan part... http://bit.ly/18b9QYI ,-1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini ? BeritaSatu http://bit.ly/1LlZWiW ,1
HWD deary and Momo....  semoga jd keluarga sakinah mawadah? (w/ Deary at Gedung Golkar Jl.Maskumambang Bandung) ? https://path.com/p/4lfiQe ,1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran : http://fajar.co.id/fajaronline-sulsel/2015/02/21/bidang-perempuan-golkar-makassar-dibekali-ilmu-keprotokoleran.html ?,1
"HWD handimomo&deary ?? !!!? (w/ Hendra, habibullah, & 5 others at Gedung DPD Golkar Jawa Barat) [pic] ? https://path.com/p/2VCeI1 ",1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Mahkamah Partai Harus Adil dalam Menyelesaikan Konflik Golkar - Okezone http://dlvr.it/8fx1vz ,1
Bambang Soesatyo Kritik Surat Presiden ke DPR Soal Pengajuan - Detikcom http://bit.ly/1F7fhBE  #Golkar,-1
RT @KabarRakyat_Co: Dualisme Kepemimpinn Golkar Pengaruhi Pilkada Kabupaten http://kr-c.tk/1AX7gSv ,-1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini http://brt.st/4toF ,1
Makan gratis...#kondangan (with indrie  at Gedung Golkar Kota Bandung) ? https://path.com/p/3RnrEF ,1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini - BeritaSatu http://gpon.co/cz91n  http://gpon.co/b ,1
#Golkar #ARB AS retas kartu SIM untuk mata-matai komunikasi mobile http://bit.ly/1AXi8Qr ,-1
EKSEKUSI MATI BALI NINE Tantowi Yahya Puji Sikap Tegas Pemerintah ... - http://RMLO.CO  http://bit.ly/1F76WOu  #Golkar,1
EKSEKUSI MATI BALI NINE Tantowi Yahya Puji Sikap Tegas Pemerintah ... - http://RMLO.CO  http://bit.ly/1F76WOu  #Golkar,1
"Bamsoet: Ternyata Masih Kampret!-JPNN.com: JAKARTA - Politikus Partai Golkar Bambang Soesatyo, masing kencang ... http://bit.ly/1LoAmvC ",-1
iya apalg kata JK msh byk jabatan kosong @Beritasatu: Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini http://brt.st/4toF ,1
Dualisme Kepemimpinn Golkar Pengaruhi Pilkada Kabupaten http://dlvr.it/8ftrH5  ,-1
Beritasatu: Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini  http://goo.gl/AZBz3s ,1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://bit.ly/18aDPQs  #Makasar,1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini - BeritaSatu http://dlvr.it/8ft7y8 ,1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran - Fajar http://dlvr.it/8ft9H9 ,1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran http://bit.ly/1AX1dxn ,1
#Golkar #ARB Situs iklan otomotif Carmudi dapat dana 25 juta dolar http://bit.ly/1AWXm3l ,1
Poros Muda Golkar Nilai Jokowi Bisa Kendalikan Situasi Saat Ini http://brt.st/4toF ,1
Bambang Soesatyo Sebut Surat Pencalonan Kapolri Asal-asalan - CNN Indonesia http://bit.ly/1vR2NJB  #Golkar,-1
"#Golkar #ARB Penerbangan ""delay"" sehari, penumpang Lion Air pindah pesawat http://bit.ly/18aqpUr ",-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Bidang Perempuan Golkar Makassar Dibekali Ilmu Keprotokoleran : http://fajar.co.id/fajaronline-sulsel/2015/02/21/bidang-perempuan-golkar-makassar-dibekali-ilmu-keprotokoleran.html ?,1
#Golkar #ARB Kunjungan wisatawan asing ke Bali meningkat http://bit.ly/18abNEB ,1
Demer Kembali Serang Kubu Sudikerta: Demer menuding kubu Sudikerta tak paham mekanisme hukum di tubuh Golkar. ... http://bit.ly/1AWy7ht ,-1
#Golkar #ARB DSAR temukan dua korban tenggelam di Cengklik http://bit.ly/18a2SDc ,-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
"#Golkar #ARB Usulan pemerintah, biaya haji 2015 turun http://bit.ly/1LnTeLc ",1
Dua Kader Golkar Dinilai Layak Gubernur Kalsel http://goo.gl/fb/TpCLj8 ,1
#Golkar #ARB 45 orang tewas dalam pemboman mobil di Libya Timur http://bit.ly/1AWa82b ,-1
Golkar: Tak Ada Deal Politik dengan Partai Koalisi http://dlvr.it/8fmKYx ,1
"Sim salabim ""@inilahdotcom: Anas Nilai Ada Kejanggalan di Konflik Golkar http://bit.ly/1yZh49n """,-1
#Golkar #ARB 16 korban bus Sang Enggon dibawa pulang http://bit.ly/189FIwN ,-1
"@farhatabbaslaw baca nih @chirpstory: Dibaca ribuan kali:  Bambang Widjojanto: Mafia Pelindung Golkar & Korupsi   http://chirpstory.com/li/231453 ?""""",-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
FOTO: Pejabat UMNO Kunjungi Golkar - Mempererat hubungan politik sekaligus menimba ilmu Partai Golkar. http://ow.ly/2UX0Cw ,1
Romahurmuzy Dan Agung Laksono Tak Akan Bikin Partai Baru: Partai Golkar dan PPP harap-harap cemas menunggu kep... http://bit.ly/188GCcX ,-1
FOTO: Pejabat UMNO Kunjungi Golkar: Mempererat hubungan politik sekaligus menimba ilmu Partai Golkar. http://bit.ly/1ATTyjb  #Kabari,1
"JAKARTA - Poros muda Partai Golkar mengeluarkan statemen pedas terkait pernyataan PM Australia, Tonny Abbott y... http://bit.ly/1AUL0c5 ",-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
"#Golkar #ARB Gara-gara pemain protes wasit, West Ham didenda http://bit.ly/1vPnMfK ",-1
#Golkar #ARB Ricciardo sementara tercepat pada uji pramusim di Barcelona http://bit.ly/1vPkARi ,1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
#Golkar #ARB Rena Nozawa AKB48 tetap belajar bahasa Indonesia http://bit.ly/1LjKjsr ,1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
#Golkar #ARB Miss Universe Paulina Vega puji makanan Indonesia http://bit.ly/1vOMRaQ ,1
Penumpang Lion Air Terlantar http://bit.ly/1LlT2Mp  #Golkar #ARB,-1
#Golkar #ARB Tahun baru Imlek sangat baik memulai bisnis http://bit.ly/1vOCrrI ,1
#Golkar #ARB Persipura berencana layangkan tuntutan ke BOPI http://bit.ly/1LlKw06 ,-1
Poros Muda Golkar: Pemerintah Australia Biadab - Republika Online http://ift.tt/1CSUUFW  #indonesia,-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
#Golkar #ARB polisi ringkus pria pelaku penusukan http://bit.ly/186RNTw ,-1
#Golkar #ARB BNN sita dua kilogram sabu dari Malaysia http://bit.ly/1LlnbeP ,-1
"Terimakasih kunjungannya pak ARB dan pengurus Golkar lainnya,  maaf rombongannya sampe ada yg nggak? http://instagram.com/p/zVAuLrKCQL/ ",1
Empat Penumpang Mendadak Pingsan di Dalam Taksi - http://SINDOnews.com  http://bit.ly/1LiW569  #Golkar,-1
"#Golkar #ARB Banyak member ""lulus"", AKB48 ingin terus berjaya http://bit.ly/1vO2FdG ",1
Poros Muda Golkar: Pemerintah Australia Biadab - Republika Online http://dlvr.it/8fLnbZ ,-1
#Golkar #ARB Hak penumpang atas keterlambatan angkutan udara http://bit.ly/185XnW0 ,1
Poros Muda Golkar Kecam PM Australia http://dlvr.it/8fLG8t ,-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Sekjen Golkar: Sudikerta Telah Mempertontonkan Kebodohan http://bit.ly/1vNNYrj  #InfoBali,-1
Sekjen Golkar: Sudikerta Telah Mempertontonkan Kebodohan http://dlvr.it/8fJskT ,-1
Poros Muda Golkar Kecam PM Australia - BeritaSatu http://dlvr.it/8fJlVh ,-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
Charles Honoris: Aset Terbesar Bangsa ialah SDM http://dlvr.it/5FXccx   Poros Muda Golkar Kecam PM Australia http://bit.ly/1ARREzL ,1
#Golkar #ARB Persip Pekalongan siapkan strategi menyerang http://bit.ly/185ApOJ ,1
#Golkar #ARB Dede Yusuf: Laporan sementara ada keanehan-keanehan http://bit.ly/1F25MUw ,-1
Poros Muda Golkar: Pemerintah Australia Biadab http://dlvr.it/8fFx5Y ,-1
"Kalimatnya sdh max, LOL""@republikaonline: Poros Muda Golkar: Pemerintah Australia Biadab http://republika.co.id/r/nk2iak ""cc @andy_nurvita.",-1
"Tambahin..""@republikaonline: Poros Muda Golkar: Pemerintah Australia Biadab http://republika.co.id/r/nk2iak """,-1
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ",-1
TNI Antisipasi Gangguan Keamanan http://bit.ly/1Li5rzc  #Golkar #ARB,1
Fujitsu F-Series Hp dengan Fitur Aman untuk Perselinkuhan http://ow.ly/hfqQo ,-1
"Lom bisa bobo gr2 ngutak atik Hp yg lg brmasalah,akhirx dah bisa digunaain lg tp gmn carax? (at SpideRed Room) ? https://path.com/p/4ch21N ",-1
Tips hemat batrai HP: uninstall semua social media.,1
"Bahaya, akun twitter gw nyantol di 3 hp orang :v Cabut akses duls~",-1
Moment Menyebalkan: ? Tugas ? Senin ? Internet Lemot ? PHP ? Pending ? HP Ngeheng ? Dibanding-Bandingin Sama Orang lain,-1
"Twitter bikin kita tidur telat, mandi telat, bangun telat, batre hp dan laptop cepat habis.. Tapi kita tetap sayang Twitter, kan? :))",-1
"hal meyebalkan adalah habis pulsa, hp lowbat, ga ada colokan pula (???)",-1
Ngantuk -> matiin laptop -> tarik selimut -> ngecek HP -> online lagi -> gak jadi tidur -> kembali ke awal. Gitu aja terus..,-1
#Lounge HAnya dengan 35rb Sinyal HP anda bisa full walau pelosok!! Full TESTI http://dlvr.it/8mp3bZ  #Assadiqulhaq,1
"? Kalo abis sms pacar/gebetan, pasti hp diliatin terus nunggu balesannya.",1
"Kalo lagi dirumah. Lebih enak tiduran, mainin hp, dgrn lagu & nonton tv. Dan kalo udh bete bgt dirumah, lebih memilih tidur. :)",1
10. Fitur Camera: Fitur ini untuk versi Pro. Jadi Hp yang hilang bisa take photo lalu diupload ke website Where?s MyDroid. #AntiHilang,1
Pgn punya HP baru di 2015? Pas! #Kapanlagi & Lumia bakal kasih kamu 3 HP baru. Caranya >> http://kplg.co/C5fA  Yuk #MakeItHappen mimpimu!,1
"1. Malam, kita share tentang ?Where?s MyDroid? Aplikasi Buat Jaga-jaga & Mencari Hp Kamu Jika Hilang. #AntiHilang ",1
Selamat @aan_war90 @HafizAndelas @Ariyan_94 @ElvinaRya @EzaHooli33 @A_Fathoni_ | DM nama dan no.HP kamu ya #PulsaAkhirBulan,1
"Update #fiestapoinapps di HP-mu, nikmati berbagai info dan promo seru setiap hari dan minggunya :D ",1
"Uang: ngumpulinnya lama,ngabisinnya cepet bgt | Batre hp: ngecasnya lama,lowbetnya cepet bgt.",-1
"Cewek yg lagi dirumah. Ngga jauh dari tiduran, mainin hp, dgrn lagu & nonton tv. Dia kalo udh bete bgt dirumah, dia lebih memilih tidur.",1
"Ketentuannya masih sama, 3 penjawab tercepat akan berkesempatan untuk mendapatkan masing-masing 1 buah powerbank gratis dari HP :)",1
"Kalo belajar, HP ada di samping, pas lagi ngapalin materi, ada SMS masuk, langsung lupa belajar",-1
#JombloItuBahagia - HP lo pernah di rampas guru ?,-1
"Kalo mereka orang Indonesia, HP si Penny pasti udah dirazia sama Leonard dan disuruh delcon si cowok, dilarang ketemu.",-1
Di Italia para PSK menulis nomor HP mereka di berbagai sudut stasiun kereta api.,-1
"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :)?",1
"Saat menggunakan earphone, kurangi volume HP kamu ya, agar mengurangi resiko rusaknya sistem pendengaran kita. #SMARTtips",-1
#JombloItuBahagia - jaringan hp-mu sering lemot gak ?,-1
"Maaf ya sudah 4 hari aku ga ngetweet , karna hp ku sakit.. Tapi skrg udh bisa...",-1
Bangun tidur itu yg dicari pasti HP dan HP langsung dehhh dengerin lagu kesayangan Fall in love ? @PrillyBie ???,1
"Peraturannya sih dilarang bawa hp, tapi tetep aja dilanggar :D",-1
"berharap pas bangun , pesan pesan baru di HP itu dari kamu :3",1
#JombloItuBahagia - HP kamu pernah ketinggalan di kantin ?,-1
"Bangun pagi - masih ngantuk - fokus cari hp - ngeliat socmed, sms, bbm dll - berharap ada kata manis dari orang yg disayang.",-1
"jangan makan,main hp trs tidur tiduran mulu heh #B -onie",-1
"Ada salam dr ka @D_MandaJKT48 .. HP nya rusak jadi ga bisa ngetweet, dia blg ""sampai bertemudi jalur 2 sesi 3&6"" ",-1
#Lounge HAnya dengan 35rb Sinyal HP anda bisa full walau pelosok!! Full TESTI http://dlvr.it/8m19sg  #Assadiqulhaq,1
SMS dari orang yg disayang itu selalu bisa bikin kamu duduk manis sambil senyum2 sendiri ngeliatin hp. Hihi,1
"halo semua , ini @N_AurelJKT48 , maaf ya ga ada kabar , hp ku masih sakit nih :( huhuhu maaf yaa :( sampai jumpa besok laflafu??????",-1
Ngapain ngeliatin hp mulu? nungguin kabar dia? Percuma! dia udah ngasih kabar ke oranglain.,-1
"hal meyebalkan adalah habis pulsa, hp lowbat, ga ada colokan pula (???)",-1
"""Aku bersyukur masa kecilku dihiasi imajinasi dan luka akibat main di luar rumah, bukan dihiasi berapa likes/retweets di aplikasi hp"" ?anon",1
"Sekarang bisa dg mudah di Apps hp android, Sahabat dapat mengisi ulang #emoney lho. Ngga perlu bingung lg deh :) ",1
"Manusia jatuh cinta itu tidak heran, kuda makan rumput itu tidak aneh, monyet bisa mencet tombol HP 'hebat!! masih mencet lagi? luar biasa!",1
BAHAYA TIDUR DI DEKAT HP | Rumah Zakat https://www.rumahzakat.org/bahaya-tidur-di-dekat-hp/#.VPAGmTamRvU.twitter ?,-1
"Tweeps, setting Auto Brightness di HP kamu. Supaya kecerahan layar HP kamu tidak terlalu cerah dan hemat baterai juga. #SMARTsolution",1
Percaya Radiasi HP Bisa Bikin Ledakan di Pom Bensin? Ini Buktinya http://bit.ly/1LP9Jjz ,-1
Aplikasi yg selalu kasih promo seru tiap harinya? Yuk update #fiestapoinapps di HP-mu! ,1
"suatu hari,akan ada saatnya bangun pagi yang dicari bukan hp lagi,akan tetapi tangan seseorang yang sangat kita sayangi",1
#Lounge HAnya dengan 35rb Sinyal HP anda bisa full walau pelosok!! Full TESTI http://dlvr.it/8lQ8pL  #Assadiqulhaq,1
Tahukah kamu kalau 100% kejadian hp yg terjatuh di kamar mandi diakibatkan orang membawa hp ke kamar mandi. #ProfessorMimin,-1
"#B ahagia itu sederhana, ketika hp penuh notif dari doi yang isinya selalu buat senyum senyum sendiri<3 -upit",1
"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :) entah kenapa selalu orang lain :')",-1
Penampilan Wigan begitu buruk hingga pendukung mereka di stadion tonton laga lain: http://goo.gl/mM90FD  Streaming lewat HP! :)),-1
"Kelemahan game di HTML5 kadang kadang gak smooth kalo dimainin di handphone, tergantung seri hp-nya - Aditya Anwar",-1
Jomblo Ini Kege'eran Saat Dimintai Nomer HP Oleh Wanita Ketika Membeli Pulsa,-1
"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :)?",1
Kamu itu adalah salah satu alasan kenapa aku suka ketawa sendiri pas liat HP.,1
"Bukan berarti gak boleh sama sekali liat HP/email/sosmed pasangan. Kalau kamu minta izin dan dibolehkan, ya silakan..",1
Niat belajar - buka buku - ngeliat hp - twitteran - ngetweet - nutup buku - gak jadi belajar.,-1
Selamat pagi kamu yang bangun-bangun mencet HP tapi mati... ternyata kabel casannya lupa dicolokin.,-1
Sumpah baru bgt melek...cek hp terus buka galeri foto..liat foto ini dan baca captionnya gue langsung cengar cengir? ,1
"guru sibuk ngejelasin, murid sibuk main HP.",-1
"ngantuknya kalo lg belajar, kalo lg main hp mah gak pernah.",-1
Rendem hp lo. RT @ndarahmat: @my_supersoccer kalo chat gue cuma di read gue musti ngapain min? #tanyasupersoccer,-1
Lalu ada juga cowok yg menghapus semua kontak cowok lain di HP pacarnya dan melarang berkomunikasi dengan pria manapun.,-1
"""Cewek"" Bangun pagi - mata belum melek - fokus nyari hp - ngeliat socmed, sms, bbm dll - berharap ada kata manis dari orang yg disayang.",1
"Seorang aktifis muda Muhammad Arsyad, hrs mendekam di penjara krn memasang status BBM di HP pribadi yg berujung perkara. #MN",-1
"Sahabat kurangi bermain HP dlm keadaan di-charge ya, karena akan menyebabkan sakit kepala ringan. ",-1
#10TahunLepas inbox hp penuh dengan sms  Klu sy jD AiRmAtA.sY iNgiN LaHiR dr mAtA AwkHiduP d PiPi Dan gambar bear.,-1
Penting -> ?@okezonenews: 5 Langkah Menyelamatkan HP yang Tercebur ke Air #ExperienceTheZone http://okz.me/SmCt  ?,1
"lagi kepincut HP Pavilion x360 krn warnanya yg seksi, tapi knp mesti tebel dan berat sih? http://www.bhinneka.com/mob_products/sku01414004/hp_pavilion_x360_-_red.aspx ? ",-1
http://Arsenalchants.wordpress.com  <<<<< kumpulan chants arsenal. Download terus hafalin biar kalo nobar gak diem dan maenan hp.,-1
"HP gak pernah di lupain, giliran PR di lupain.",-1
"""Saya call awak knp tak jawab?"" ""Hp ni hp saya, simcard saya beli, topup saya byr sendiri. Kat mana hak encik nak tanya apsal saya x jawab?""",-1
"Pacar yg baik adalah ketika dia sibuk atau handphone nya lowbat, dia tetep ""berusaha"" untuk ngasih ""kabar"", minimal pinjem hp temennya. :)",1
"mau bisa konsen gimana coba, tangan satu megang pulpen tangan satunya lg megang hp.",-1
"Niat mau tidur tapi ngga jadi tidur, penyebabnya : 1. Main HP 2. Online 3. Dengerin Musik.",-1
Bikin anak bahagia gak perlu mahal. Cukup dengan gak mainan gadget pas lagi di rumah. *lempar HP*,-1
"Zaman sekarang tuh mustahil banget kalo orang ga megang hp dalam 3 jam. Jadi kalo kamu ga dibales jg, ya itu sih sengaja diabaikan.",-1
Ada banyak lagu di hp yang mengingatkan gue tentang lo dan semua yang pernah terjadi diantara kita :'),1
"Lock botton hp aku stuck nih, sama kaya aku ke kamu; stuck ga bisa berpaling :(",-1
"#News Dapat Bonus Raja Rp 384 Triliun, Warga Arab Saudi Ganti HP Hingga Kawin Lagi http://dlvr.it/8jpJWZ  #Assadiqulhaq",1
"""Hp sama, cincin sama, kalung sama, jangan2 besok alamat rumahnya juga sama"" <~ ada yg komen ginian daritadi bikin mimin ngakak =))",1
"Bang, beli kondom blekberi | Mau yg rasa apa? | Njir!! Buat HP banggg | Ohh maap ga fokus.. Istri saya uda lama di kampung soale | -__-""",-1
"Si Ali sibuk banget keknya sama hp, btw senyuman ii itu loh manis banget!! SETUJU? RETWEET!! @alysyarief @PrillyBie ",1
#TahukahKamu Dengan prosesor QuadCore berarti HP kamu bakal berfungsi lebih lancar & ngga lemot saat pindah aplikasi ,1
Today!! Duhduh ali main hp mulu yaaa >< ,-1
"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :)",1
Batre HP Cepet Abis ?,-1
"Pens n babehnya pas somya perform sheilla ki jawani aja gak liatin, sibuk ama hp, dikira gw gatau apa, lol untung duduk depan bisa mantau ~",-1
"Setiap kali HP aku bunyi, aku selalu berharap itu dari kamu. :)?",1
"Dapat Bonus Raja Rp 384 Triliun, Warga Arab Saudi Ganti HP Hingga Kawin Lagi http://tinyurl.com/oem5tvp ",1
"hal meyebalkan adalah habis pulsa, hp lowbat, ga ada colokan pula (???)",-1
"#Cancer itu suka banget iseng. Iya, misalnya bajak hp teman. ~ @sepedha",-1
#Lounge HAnya dengan 35rb Sinyal HP anda bisa full walau pelosok!! Full TESTI http://dlvr.it/8jPY7V  #Assadiqulhaq,1
"[Korpora] Perkuat Solusi Keamanan, HP Akuisisi Voltage http://owl.li/JvmSh ",1
Aplikasi yg selalu kasih promo seru tiap harinya? Yuk update #fiestapoinapps di HP-mu! ,1
"Zaman sekarang tuh mustahil banget kalo orang ga megang hp dalam 3 jam. Jadi kalo kamu ga dibales jg, ya itu sih sengaja diabaikan.",-1
"Wiidiih beres latian, liat hp ada bom kecil didepok.",-1
Cewek itu suka bolak balik liatin hp dan jam kalo kelamaan nunggu. #ZonaCewek,-1
SMS dari orang yg disayang itu selalu bisa bikin kamu duduk manis sambil senyum2 sendiri ngeliatin hp. Hihi,1
"Kalau nak study,  hp kena letak jauh jauh dari kita. Kalau dekat, kompom tak akan study.",-1
#faktasahabat dia tukang minjemin hp kalo kita lagi ga ada pulsa,-1
*sms dr mantan* Lg pain? Kangen nih | Eh tumben SMS.. Hehehe | Ehh maap slh kirim.. Itu buat pacar baruku | *ngemut HP*,-1
#FAKTANYA anak jaman sekarang gak bisa hidup tanpa hp,-1
"Paling ilfeel sama cewek yang abis nonton suka foto tiket bioskopnya pake HP, padahal HP dia 3315.",-1
"kang naha TV abdi mah teu bisa pasang indovision | ah bisa. cik mana tv na? | ieu kang *nunjukeun hp MITO* | -,- ANYING!!",-1
"Bangun tidur - ambil Hp - cek sms masuk, kosong - buka twiter cek mention, gaada jg - buang Hp - tidur lagi #lupakaloudahjomblo",-1
"Hai, case hp ku bagus ya Elsa, Let it gooo let it goooo~~~~ @kinalJKT48 ",1
Sekarang Isi Ulang Kartu e-Money Bisa Lewat HP http://tinyurl.com/nk7s34y ,1
"8. Plus, 4 hadiah HP buat 4 orang kreatif lainnya #MakeItHappen #Kapanlagi. Mau nggak? :D",1
"Tepat sebelum menjadi CEO HP, Whitman adalah CEO eBay, salah satu perusahaan e-commerce terbesar sejagat. #inspiration",1
"Uang: ngumpulinnya lama,ngabisinnya cepet bgt | Batre hp: ngecasnya lama,lowbetnya cepet bgt.",-1
